iterationNumber,portNumber1,message1,portNumber2,message2,ledcontroller
590,9946,17uLuD5y,3377,SqK8MvBn,1
591,3457,ynU4aC,4864,cCTaDf,0
592,8062,M69PpEy,7082,TlVB6O8,0
593,6250,zc6et,2105,n0IBn,1
594,8162,MgVJ,6764,ZzH5,0
595,8411,UTn9,5611,8N1I,0
596,9278,f8Sx59,3174,jYsuhq,0
597,5683,ijD8u0HC,8978,D9uez8wA,1
598,8725,kGU8,4797,z19m,1
599,9103,cMg29,7703,zogOq,0
600,6381,vrQSh1,7853,5ZTOFr,1
601,8794,A52EkJb,1565,GkQu7BR,1
602,3504,XZ7u1VB,8398,1RVKTxx,0
603,8664,9k8bHgPX,6631,6ejeKtUM,1
604,9054,nrw3wKa,8467,lOnfAi5,1
605,2859,T1aJs,1433,V8hC3,1
606,4997,N3Vgz,4219,X1BZR,1
607,5730,vvr3b3,3164,IUQFVb,1
608,7315,5K54p,7769,u7jc5,1
609,5240,mx0nn,6508,9tjn8,0
610,8237,HDv7,4754,KuuI,0
611,9853,rkFsWX,7280,lTqmho,1
612,4210,zQSZXE,4085,rpKVqV,0
613,7559,xWHzvi5g,6680,LqFzmeMZ,1
614,2063,K8mR,9886,tpcA,1
615,8080,AWLu,9771,KXsZ,0
616,8316,8eHO,2339,WIRl,0
617,4149,Y7yq8K,1325,wkjQ5O,1
618,9584,jIwY3eMR,5123,jI1yHkrz,1
619,9782,vSV6oDC6,9776,eabNKKM8,0
620,2167,wA0H75R0,1071,utk0Ospr,1
621,9439,RzdRgT,2019,fS4QmK,0
622,2709,Tch8ntk,2294,98eckWs,1
623,7275,xodIb,3413,PF2qY,1
624,5146,2Gb8BZn,8395,RCK4ahY,1
625,4660,Mcrqx,1116,WRimX,0
626,3875,XzVLQ,4638,tPtTj,0
627,9940,jQu5,5453,6KiK,1
628,9274,hjzQr,2071,4PQLM,0
629,4458,f44lz39,4371,Zu7P9up,1
630,9925,2DYLVX1,3510,yjoP3qb,1
631,8961,F32M,7828,kocu,0
632,7585,610xG5wY,9261,XaahtgSJ,0
633,1598,xa4ziVKO,8154,VP8QCzOU,0
634,2222,e9YrGR,7118,XugrGX,1
635,6567,ANcJ,2142,iRim,0
636,3157,L5c73U,8758,mC7nAd,1
637,3108,rteo8c,3559,6hXDQX,1
638,2144,c7Wncj2,2990,jw4MUR5,1
639,2562,63Wgy,7064,nPOBx,0
640,2001,ywaR,5760,XgLe,0
641,5891,uy02E,3054,tz3vl,0
642,3181,Urv0rR2K,7889,3tgKqyGC,0
643,4144,6j7b,1511,wNp6,0
644,4599,MbW2x,5930,KzWOe,0
645,7822,yMVs,1085,kY8u,0
646,1899,6mZpNj,9318,ABTper,0
647,5864,qfRU9vC,7843,DV62rtP,0
648,1317,SPOOX8,4671,wv92gN,0
649,9935,MDAnfzx,5530,mV3WpI2,1
650,9239,5iCpT,3433,RaOMg,1
651,8935,zm81CtJ,5363,9UJ43fr,1
652,8743,a0tUEEuv,5400,rQTMGyEy,1
653,3068,PH8mw0,4694,JQuDPM,1
654,3345,3pUq,1746,0pkr,0
655,7251,dWgkp8,7096,rP1fw4,0
656,6121,WpwWR,3406,cYN5K,1
657,9509,K0N0,1886,Dt89,0
658,8847,RKSNZ,9235,4DpIe,0
659,6871,JtRMN,2149,nJUzD,0
660,8278,V2eSA,7021,ynD6G,0
661,1553,VDsjF,7076,Udp3h,1
662,2011,A7a1vM,1597,L6ztu8,0
663,6129,hrX0DWpq,5335,Cdmytaw9,1
664,2661,NhcZ1k,2358,0X8gda,1
665,5870,zCuF2bcp,6870,cslYzVy2,1
666,6528,pOeSmguQ,2603,gjiOGsQr,1
667,9402,4wvejmm,9487,1cl9zBQ,0
668,6570,vdcnQZM,1617,hQ9naB3,0
669,2770,iYyF,8617,pPZM,0
670,4907,JuufE,1638,geiXc,1
671,9615,SgWnZ,8868,5w07l,0
672,5757,6BPaek,3907,pFsEzw,0
673,9390,j9RV3,7239,9NCBA,0
674,3998,yk69JiG,7437,OLjQ3VO,1
675,7872,hlpGsHT,7148,dyD6FtB,1
676,6742,Rcy1,8824,qz5r,1
677,9593,fF3cH,2745,LS2v9,1
678,8756,deP5,6916,oMjt,1
679,3973,6U5zpZQ,7092,6Vjp944,0
680,6458,NihxOOQF,9011,cXKxNdOd,0
681,6005,IZxQ5kp,8423,OSxaZkY,0
682,9045,SHXG,6926,waD8,0
683,1127,eAE7F6aN,4722,c0EjYF2R,0
684,2933,q90uF,7087,EjOHS,1
685,9061,wVXt,1668,bc4p,0
686,2323,l6y0M,4790,8fDb9,0
687,5439,6oslH,2517,waKYC,0
688,5181,0Jwh,6791,8MwI,1
689,3644,dbJiO,8011,FSTsd,1
690,5537,cBzLwYH,3193,9IpSjSH,1
691,7818,zWCaW,7109,6bHlp,0
692,5059,pPfbHIG,2340,16zOy0K,0
693,5327,3YQUDP,6651,Z39sqm,0
694,4293,uC6Uqa6,7906,pqm3Bab,0
695,7042,wOnjZ,3279,csazm,1
696,9569,31ohr6,8678,zKCacg,0
697,1956,A3mMVgC,9074,VogNzFw,0
698,2678,ZofK7,1657,xdRt0,0
699,3105,SgdFe,2162,GzrVZ,1
700,7080,m4fpgZDq,7898,h6w4Tqiy,1
701,1216,HGR13BIJ,8754,B0O9yInr,0
702,4803,LG4r,3394,NXpO,0
703,7050,ZDyO,7707,t9nO,0
704,5213,M1oj7R6,7867,N6E4eih,0
705,7664,VYmaWMUT,8584,oPADkmeN,1
706,4851,BYsktE8,1293,iDZbTuF,1
707,1570,R22w,5591,okN9,1
708,9457,gSFk,2647,pRsX,1
709,5143,FPBQ0,5126,csIXr,0
710,6348,mOSK,2752,7fVC,1
711,6530,co8Saq,3305,MYZrHY,1
712,6794,rOehzGn,9663,hDhcYql,0
713,8813,jaXwHmyp,1874,KqvyDTGB,1
714,5117,zfmCwlp4,4305,EYKDYNEm,0
715,6341,V5a93rD,2240,dGBNGUP,0
716,2410,MbSvt,1431,xwzdK,1
717,4061,3J67owLW,3853,PaykbU4V,0
718,8014,ugfJSLBi,1939,grMT0bA4,1
719,4011,tfpUQ3HJ,9864,PIcJDKjD,0
720,7575,fXzdY,9198,X0LfX,0
721,3261,chiXHfkg,4400,tqGBpwxi,1
722,9496,X0Aj,4126,7hTm,1
723,7597,Xg9qag5,4064,bWYr0rs,1
724,3215,dGB5nLHl,8765,mLa0cnx1,0
725,8153,CSO6,9062,YQBx,1
726,6664,z12cL,2519,amM9I,1
727,5371,Gj0g,9357,tpDI,0
728,1091,Wlsco4tT,7771,5mhxHo08,0
729,7075,VUbRMjKg,4934,RfAXlOcl,1
730,8933,KeXdd6,8286,jbpa5D,1
731,8658,dluEk4P,9069,RoG2nQs,0
732,4549,Y6vW,5958,LaXA,1
733,8250,LvKORZ,1452,WEhUYZ,1
734,9980,nvLCDf,9097,iF44yl,1
735,9329,wAP1k,2821,qMQCC,0
736,2515,DgtCo,6792,mifid,0
737,1792,OMzG,4903,EGyv,0
738,4499,2Sai,7383,JC3A,1
739,2940,e4iCyf,8831,IqGfho,1
740,5298,QT6Ew,1103,dHgSf,0
741,3392,Eumq67Kp,4768,N2V65dWN,1
742,9136,ntHW,6303,BL7G,1
743,8486,LczcDa3,1360,A8GzudE,0
744,5964,sNoDQd,5871,AjpVdM,1
745,7270,jvoKnbl7,9827,RhobZaqu,0
746,8719,PFCpkO,3289,od9NYm,0
747,8724,i4xL0v1,1321,FsA75Ez,0
748,4701,sIK2,2322,rFwa,0
749,9327,tXDJ,7463,F5Ri,1
750,5278,cldk,8895,J9ot,0
751,4742,viobAwc,7022,vmOo0XX,1
752,8890,LWbX,1278,z0tB,0
753,1162,6s0j,7618,aUG2,1
754,3374,hY8VrSFn,2602,woynzmjT,0
755,6684,JS7KHQO,1586,e1rhnXH,1
756,2847,bqRrK,4529,5VCIM,1
757,9024,2g74Z2VZ,4955,KtIr9ktN,0
758,7040,OLdfUJJ,7962,gLVjK6T,1
759,8576,y6su,7920,a4u2,1
760,2331,QaTOwnmV,7448,PIuH6gqN,1
761,3010,ps7kNG9,5789,Me2Lb7v,1
762,3024,HUpQGz,2579,WFZRWJ,0
763,1799,8ZZx,3963,tMbP,1
764,7590,uqqFPS,6669,Nrw8ID,1
765,6439,lhe2A,3023,1iHEh,1
766,5959,Uvqeyly1,5957,1Ad9yYcQ,0
767,9626,T81xf6J,3395,YsCoHnd,0
768,1925,RRS5PMjb,5177,G5Ydh5cz,1
769,3698,BsCL,2632,05K0,1
770,3143,b1eybM,9919,fXMNUE,0
771,7253,wU6wjjvz,6465,iURiEbqK,0
772,2122,Q1l6PZ,9265,JVemH6,0
773,6755,I6mhXA,4579,7axnLN,0
774,5956,4dFv,9255,Ma4Z,0
775,5104,oxmc,7564,Dbsx,1
776,1381,pCPl61Th,1518,z5x7ZaAR,0
777,1181,rBV3yc,1212,NoRqL7,0
778,3469,OXDBN,4943,yakjk,0
779,7127,79OtdI,6837,ZiWcR8,1
780,9530,SZhaO,9288,I9Lry,0
781,9595,fs2q,4493,WV8r,1
782,9804,rMoAs,4090,kYawj,1
783,6017,MJpSjoY8,3593,2HBAkbTk,1
784,8323,F09fK,7165,jvVFP,0
785,9508,V1djCo1w,6486,wVUdaIfI,1
786,5475,arwqM3CX,5741,qyyII73T,1
787,9851,JMkGvEE,3149,9QbjDgt,0
788,5074,MK6qDWU,7056,Sb5jQ9p,1
789,5135,I474K,6128,BoOg2,0
790,5208,ZSpDDq,6198,7Gn0I4,1
791,2765,vIry,9647,hgSE,0
792,7779,vESy7,9132,Ua7kF,1
793,1214,VBSAdIM,6693,Jut1qKE,0
794,3337,2qDA,5326,RpgN,1
795,4174,gxFPyCiI,6393,hl6WEnSS,1
796,2559,fK7KCOr,4678,owfxUgU,0
797,9113,FHVc8xX,6592,VNSOxqc,1
798,3380,wCHj,3573,rtY4,1
799,6434,7Cdv,1481,hcyi,0
800,8410,b3446B,7862,0a2OJA,1
801,2254,YIra73Qu,8158,y13kuf9L,0
802,7459,YjYFfyup,8673,gAI5L2e2,0
803,7732,A1odU1,3986,8MQn4K,1
804,1737,s6Tvlsws,3885,o6fAagWM,0
805,3901,mGHmPY,2110,23Lmcx,0
806,7995,l8IKdU,5514,mvKLJV,0
807,1714,Wxxlf,5778,NcBjT,0
808,5210,H4TZS,4177,dBAtK,1
809,3109,xICy,5164,cZoY,0
810,5829,nDGVokDM,9721,ZVNITkqX,1
811,6192,5oys,8282,Ojta,1
812,6746,F3UV,5982,FCgH,1
813,6575,1mmvkNf,1297,M4AyMif,0
814,3427,zSHkl,9847,kS440,1
815,3562,kfWh,6704,l3q5,1
816,2259,S6DgrAp,1580,g87uIeq,1
817,1040,rWv8j5,8104,nelc4x,1
818,4125,spL5k,6600,zUzmN,0
819,6100,Z7Vk7,3443,pmv2T,0
820,1979,kWkw,4937,09Qb,0
821,6929,hbHF,2193,57Ui,1
822,1074,ZKXO9Dg,7938,oYS02Ji,0
823,6031,jxVHE,6823,NcBeG,0
824,3962,QLWFg,1247,5L5DF,0
825,9118,GftE,9630,K5j2,0
826,4990,ZSiy1,3460,PRy6y,0
827,8857,2a9ve,8556,Crd4b,1
828,8212,8xeY,7885,B9KL,0
829,7391,dZZEx0j,3669,WMW9Hxx,0
830,4269,6aQpu,2042,EEcFv,0
831,5812,ocWa,6088,JnTs,1
832,1354,PwAQ76G,2197,l9vDwRK,1
833,9246,y9CM,1403,d6hQ,0
834,8186,WzkBFOOW,8216,PKKjR6zu,0
835,5163,B8RMTDik,2722,aEq4usPZ,1
836,5713,nY3Pd,7204,qOIoO,1
837,9304,DOazOw,3336,FZ5zLN,1
838,2332,o0Rr3S,6302,5WhINw,0
839,5908,zedlGA,1121,S3MZcc,0
840,8660,ziAL,3739,TetP,1
841,9825,9EHnfU,4942,cW4pnd,0
842,2286,y0Ied,7905,KbCfy,0
843,5696,NpNMEP,4349,SWTLlN,1
844,2884,vWdTpfo9,9699,5P001Q8R,1
845,7072,G87Cq3F,4609,2YgWdG4,0
846,8565,OUmI6,2974,ammoa,0
847,7112,7SLQXnAn,3867,1txXtvce,0
848,8717,fqzdDKA,8876,BNBlotD,0
849,7136,oFdKX,6213,AW2wk,1
850,2855,4IHnQ,1717,OkjPD,1
851,5622,z9Xf,2982,wUGz,1
852,8193,naDRGL,9762,bdYht3,1
853,4393,orXx1jBU,5541,794tLNvu,1
854,1731,JleqL5,2892,f87KE4,0
855,3206,SotGhmXD,9321,6auq5Ibz,0
856,6882,qEzG2pZ,2968,Wrzraqp,0
857,7755,TbwoyA8v,5312,VziIuBtD,0
858,8972,iaMS,7157,5ARx,1
859,8597,fFlxloN,9389,GKEDUtp,0
860,2192,CAJFGi,1872,qD4XCD,0
861,8016,eiu1,9295,zIyw,0
862,6422,K0XTYX9u,3139,uAMi7tto,0
863,4895,VaCV,7621,EQ70,1
864,5207,AeZzG7,4868,dPBD7X,0
865,9436,RJpT,7036,R1yL,1
866,5232,zsxyV0,4040,rlJtHF,1
867,2586,3e6cq4F,3096,UnJfNCJ,1
868,4271,ed7D,9489,l31j,0
869,7333,iZ5aEK7U,2273,zKNLYmnC,1
870,1616,2Dwa,4568,ICIT,0
871,2913,Mbxj,8180,A8DK,1
872,9190,OZ8TyPjH,6571,afIfgL4M,1
873,3814,Lg2a,3414,VJO8,1
874,6180,dwmTYa,2951,SweFRs,0
875,5358,Tfww1,2764,h54jN,1
876,3142,DZTIBQKp,2429,zwzEp0yU,1
877,6470,ncJEfWOq,1168,gH3JM57a,0
878,6590,203pQtX,1552,kM8Is4S,0
879,8618,WkIPa6vi,3294,sr1i0KE8,0
880,9521,ENCRS,1541,sXuwv,1
881,4854,9wRY,6946,1wBu,1
882,3805,L6M9Fja,1994,ZXx2h84,1
883,4280,busOBPf,8645,fnkgDMx,1
884,2137,UVH8,4981,fgyN,0
885,9884,UP8X,7330,SsnQ,1
886,8894,zsUG,1515,JEI2,0
887,7416,vnfInXTQ,8769,jCJEzpNU,1
888,5081,Y1j34FmH,8701,7PJIlZqO,0
889,5999,b5ECPA,6919,sBAjp1,0
890,5516,qPvI2W,7334,P6pNWP,0
891,9217,raebzJ,8108,4qsoyy,1
892,6596,LtnmBrSt,9868,hxVN7ltj,1
893,5823,Hi3Nw,5967,wNiih,1
894,4466,cZBBJ,6111,GM3c8,1
895,6903,ja1JLXu1,2663,2UF6sizD,0
896,5674,NAVl,9440,A4NO,0
897,4494,bH4FpRCu,3665,xEkox456,0
898,6751,yXCnlta,3633,fBeriIv,0
899,8453,A0RRvz,3532,MVFhim,0
900,2683,txnhPq,1865,2zza7Y,0
901,5521,PVEmwf,6196,VDefEG,1
902,1029,4gUp1gt,1038,Bdxk7wG,1
903,6146,Wue4b,7658,hB3Z0,0
904,7394,VDPSm15V,3575,3GM29mBQ,0
905,3549,mSEK0leg,5295,gxn4orXO,0
906,8494,WRL7yfVw,3605,ifB6hAWd,1
907,6382,4cbaqu,2312,qRsQID,1
908,9325,eNkcN,7699,OYqCY,1
909,6366,36Si,1561,1tKC,1
910,2942,mpL9,5162,HX6C,1
911,1991,QjuHJb8X,5607,SubxLzLg,0
912,6030,TtxI5,1052,mnrTZ,1
913,5677,yXJZfm,3882,E3HTEM,1
914,8834,DI0Hpfp,3278,M4sVlrs,0
915,4681,LC2dHVhf,2790,xOtiluWi,1
916,5429,wcXm5,4897,h7vda,1
917,4618,wF8SGMO2,1974,N0i9k27R,1
918,3322,E1LvEe,9970,lsekZh,1
919,1537,FPx2Yic,5092,W9OU8oz,1
920,2732,cRz2,9672,UkT8,0
921,1477,mfBB,9374,bMRH,1
922,5951,VOWtYhZ,9653,FE5ywoz,0
923,8779,cgyoG8q1,6264,GU6IG02B,0
924,5635,ADpXZ4V,5114,8QwwcTU,0
925,9515,zquw0,2087,198KR,0
926,1237,hIY9,6344,3rG2,0
927,9649,DS3hxMUY,4974,jr9qjh7r,0
928,5360,xTyrJ,7474,ULr08,1
929,3453,uRrtcv82,8421,UpHTRfWR,0
930,7914,eMBMyK,8965,rR8udl,1
931,2004,XHOxLf2R,2295,mM3Rl4rI,0
932,2666,tpAV,9999,5UD3,0
933,1256,lqB8k,3894,G3Qk8,0
934,3647,HK3V0,4536,Zsd1E,0
935,3017,4G72dkU,8429,kbK2QmJ,0
936,8090,0tfc,8695,5RgK,0
937,2214,xryq,4979,HeNn,1
938,7210,v7nPgoW,7959,QbuRx2V,0
939,9611,HwQU,8489,FPvk,1
940,9077,R8ElQ,1358,jEtAJ,0
941,7574,lhXOB1BD,2733,wC5HCjTv,1
942,5723,gHd8lgK,9064,VD6TRsk,1
943,8043,fgiyzf1,9209,x7wwrnd,1
944,6917,upIfa,6444,73YTv,0
945,1060,fiUQe,6908,PHanI,1
946,4757,eNTSLo8,9947,CVXEat0,1
947,8759,CTdbHMb,2659,341hVTV,0
948,8702,uszVeLp,9159,wtvLiBD,1
949,2129,wOWnVBi,3680,RCWjZYD,1
950,3213,zqH8jj,4026,dKg8HD,1
951,8089,GVT2,9966,1VXs,0
952,5703,Nbb2eb,1713,GOehgq,1
953,5137,Myv5f8w,1209,bMjGlR5,1
954,8134,RJkYBz,1072,scysix,0
955,6832,VZvF,4936,gDQk,1
956,6406,7ivs,2529,5fH9,0
957,4454,An3BzkI,6151,87IL1Gf,0
958,7409,Us14lZZF,2547,VSK8GNgD,1
959,9705,CNPikmP,4214,Z4bWOYf,0
960,2470,DFYx,9172,60NN,0
961,6377,YLGfvCK,3183,4lxSa2r,0
962,3266,0rP7VsOg,8165,8ZFzfgC9,0
963,7493,Djxh0E,1602,9tAEUe,1
964,6513,hWdUfCl,4359,HsK9ta4,0
965,8209,b0dE5eU,7690,e4E6jkE,0
966,5256,k9IhKSjw,4261,GCnIfpSB,0
967,1115,zDUPUw,5036,lHVbB1,1
968,5401,w8O3kKf,4547,oDjq3KE,0
969,4571,qFWP,6335,RuNd,1
970,9573,uwFvqqaD,5122,bfEUSWIy,1
971,1529,TDtsA,7221,9u4pl,0
972,9049,K6xvlyl,3487,wOHSEby,1
973,9996,BeS7GW7,2560,KDhCJaF,1
974,8696,5JPyEX0D,8635,9c9Df5vQ,1
975,3034,fik7VN,1177,irBh9d,0
976,8252,KsYGb,8451,2rwK2,0
977,1720,J3l6,4832,7Jd5,1
978,8644,ihq70X,9189,mxWg1e,1
979,8478,gCARVpt,7081,y5fbaK6,1
980,3310,Mi2b,4559,OQDJ,0
981,9455,W4kEs,4046,e1L13,0
982,9416,NLSbfKQ,1179,Tw3tg34,1
983,5834,fwLqT0,9360,Rq1fOO,0
984,9394,KAQAXLq,8430,97Jx541,1
985,8351,S7S59mr,3524,w5SasyW,0
986,9638,SDYjq,2022,vJqhP,1
987,6890,LI5p,2877,0j1F,0
988,8761,iy3D,5124,TMZy,1
989,2803,oQxR,6698,s1Oz,1
990,7369,8sNSQgc,9830,Mjzsoaw,1
991,6367,xaoMvzK,2926,QO8ms1G,0
992,7577,43nSC,5688,tT4aa,1
993,4059,lcj3,8319,nCF2,1
994,9412,5Rynvf,1913,3Dmj9K,0
995,3482,H7PhLOsz,5459,V0ejx0ea,1
996,8379,wf5C4o,9689,M8VKqT,0
997,4353,bFfa,7919,JhPb,0
998,5085,fK6YzC,1164,c5KjcD,1
999,9094,NWsZ3h,3049,y31C1F,0
1000,7168,eOAJ,3525,Mqmt,1
1001,5329,5qNF5CQH,4838,AXoHox0L,0
1002,6847,uUwDoq,7531,NyRFqD,1
1003,5006,ysJy,5467,v0gR,0
1004,8055,JTOL9,3666,qm6qt,0
1005,7630,4DXlF4O,6064,IG1IAzK,1
1006,8361,66cY1gH,9880,6UB20PW,0
1007,8591,2sj92EGO,8843,6EFymjlx,1
1008,2893,1zBBydL,1684,lVQVLK1,0
1009,1492,7C5w5cW3,1077,lz3Q5RgK,1
1010,6500,a4kP,1152,Wp0d,0
1011,7584,w3uOC3q,9817,ndUyFZc,1
1012,7636,U71kg,7060,YC33h,0
1013,5843,RBFucxT,7878,a5Jqz4T,0
1014,4441,UCJWpIcU,7018,2XGAs6xd,0
1015,1779,HueQPQLM,9746,Bv03baNn,1
1016,1271,3mfx,9542,8fJe,0
1017,9650,J88y,9433,jfKA,1
1018,3228,mO9S3O,5935,Y4sqLV,1
1019,1911,fWhzk8,7683,xWpwI9,1
1020,8893,W285A,4913,sdia3,1
1021,1647,xNFthb,7886,97M4MD,0
1022,8331,NjDq8,3161,1nsUr,1
1023,6603,hnNyNj,2967,BUepx6,1
1024,4264,A4T5,8112,MW0d,0
1025,4772,N1dC,6282,LSgJ,1
1026,2449,F7lizzFX,1971,X6eE5ePP,1
1027,6276,92THS,3623,Ze7DF,1
1028,1397,gLR4y7F,1051,5ckJD3P,0
1029,6195,6RFoR,3827,UuJGh,0
1030,9957,DyFd1l,1875,U09B2E,1
1031,1943,aIko,6947,tUX2,1
1032,4827,68OXJs2,3210,wVtYCEm,0
1033,2082,wOnu,8513,3D4k,1
1034,3503,JThk,7907,HGwj,1
1035,5200,owvdPRM2,9606,MyChD8Q6,1
1036,6801,t8aSo0,1555,VRsfIe,0
1037,1039,h9ZKNjJ,4718,RR2uUo4,0
1038,7524,on4kxhe,5636,6Bhvwjs,1
1039,5263,0pBQL1f,4593,5BaxOm4,0
1040,1609,JmBokD,8330,i9wtBB,0
1041,7988,Gefz1F5,8817,EV7Nkxj,1
1042,9697,4FuW8n6,2107,ERb8iQK,1
1043,8017,TCHhJPxI,1286,iWJarj9t,0
1044,3832,wLtD,4142,x8Fo,0
1045,3363,FxBjNNN,1448,2kqscgP,1
1046,9254,rwDVvSlU,4106,NkXHkLnN,0
1047,2904,k18F,5464,r1H4,1
1048,7013,EZFlqRxi,8784,bhfJdg62,1
1049,3769,MD921,2196,P3C0Y,0
1050,1723,TVJB,9876,ufcs,1
1051,3251,Hr1a,5795,MG2y,0
1052,3844,eMSt3G,3097,RanYpp,1
1053,6193,ZXO5Bga,7227,z46Xvkg,0
1054,7753,fAyLd,4589,yMLCW,1
1055,6724,qEK7,1656,QvYX,1
1056,5277,Z1O3xf3,5193,yHtBgLl,1
1057,5305,0GON4,2820,cQ7EO,0
1058,9164,gjwz,7741,PF2h,1
1059,5548,SJjFk5kG,8109,MJF4xsIU,1
1060,8671,SVRI,8679,8vUu,1
1061,2486,bsk152,3299,5Q8eeN,1
1062,8123,bH9CHpdO,2083,sq8bOi6D,0
1063,3897,tVzMMEPU,1488,lu0YBsGO,0
1064,4992,2mMUoy,7731,cJlA5p,1
1065,9111,JBjT,5979,yrvR,0
1066,7993,Mr04Yuh,3653,g36Zz6W,1
1067,2250,mc9MS7C,7243,YZy4URq,1
1068,9658,5qNw4Tn,2613,KY6VPAZ,1
1069,4490,jtNQF,1582,BixRv,1
1070,4545,LzRPIM,2630,Hl82eR,1
1071,8698,nOSIsi0,5038,8QD9v2B,1
1072,3462,ivh8KmcE,1643,yVgjy1sW,1
1073,9463,IgM2F1AO,2823,ou5RMPrz,0
1074,3730,mrccwcB,6468,w6O8iRj,1
1075,6342,1RHiDQH,2952,ZycejWB,1
1076,9676,95RJC7i,3953,06E31v7,0
1077,3609,vGHmfT,8927,Zo8I9h,1
1078,9972,JrqP,3409,yb5H,1
1079,9623,nym7y3,8393,T7pKgy,1
1080,2585,0upC,3946,iM2w,1
1081,4999,iUwHi,5299,qE8eO,0
1082,9303,2QZn,2518,bymo,1
1083,1369,UACL,4495,drgm,1
1084,4929,RrE4f2,3587,tw4PCw,1
1085,7619,a5ca,2072,KiTy,0
1086,7556,lkBXYL8,1420,410iwNr,0
1087,2228,NSsIOw7,6126,h6iDVaw,0
1088,2818,yiC44B,6291,QWPjfU,1
1089,3253,H2oVL4lP,4744,5MSyJaoY,0
1090,8833,QGw4qcK,3836,nLxTO6V,1
1091,5736,DfJ9y,9928,veI4X,0
1092,4663,7gGOISdY,1094,ukQwn9R5,0
1093,5770,1xFmn,6423,BTrff,0
1094,3733,SHBzTtY,8627,QHfRlyQ,0
1095,4457,RLS9QScB,4631,WRZp2TYO,1
1096,5241,dbcjHJ,3239,PdC6uq,1
1097,3354,V3Yi,8774,9tsv,0
1098,3156,sF6NH,6555,vu7k1,1
1099,1053,2tzkWCcr,3760,rW5BbqIL,0
1100,7225,6PcCzW5,2262,wJUmvDH,1
1101,9657,ohQpsH8,5391,zzYVB9P,0
1102,2605,nBVv3MUl,2380,joC07XHV,0
1103,6536,1v3I,1588,eQhK,0
1104,1575,IAMG5W,8397,hf40FW,0
1105,5526,EdjRW,4421,Csy6o,0
1106,9046,vN66L,6822,FCwnJ,0
1107,4708,ld9g,2478,E6pf,1
1108,6125,bXWpaB,1239,yBHvwR,1
1109,4074,2ccOEZJ7,6258,3A18iGrf,1
1110,4669,GsOgZZK,9533,CaBGtXw,1
1111,1258,PcjN48wl,1102,XL2hITNE,1
1112,6442,gIQW35,5022,vNszd5,1
1113,7808,fswrYZ,9408,8GJ2cG,1
1114,5184,MHvGb,6421,1Zs19,0
1115,1201,BVE5I,5321,WjRfo,1
1116,6788,ojI6Nr,8991,QnZh2K,1
1117,2408,l78A,2794,lrn9,1
1118,4476,PJyg,8866,xcmc,0
1119,5197,rMbSMRP,3588,WTd5phY,1
1120,1467,WfvOu,7981,eAnlM,1
1121,5540,gz3y4P,9476,FTTD49,1
1122,7857,kyo25xRW,1766,tIbQoarx,0
1123,1847,ZzJO,4818,t1uK,0
1124,4998,53gHfiH,5446,y7I3c1N,1
1125,8262,dcZNzjn,7293,zINU1NW,1
1126,3282,iURjps,4880,JNAAnF,0
1127,2041,KODT,5070,OpoO,0
1128,3035,u67EQb,9114,iYrc5m,1
1129,7108,YZWt,6464,7tup,0
1130,6511,DZlyVv,4655,7qXmDf,0
1131,9317,vEmgaprb,1622,GWMB27BT,1
1132,4452,7MuMkZcX,6084,KJ0EHyz2,1
1133,5724,fGuWkVK0,4926,aPT3Z8MZ,0
1134,3936,K46NOE,4123,NGDBGf,0
1135,4978,xU9W,1774,19dE,1
1136,7851,Dj1M,7842,jaVM,0
1137,2782,Jiika,7961,1HrWU,0
1138,8392,7EWrdiM,2881,JqSzMNH,0
1139,1041,Dyz2OFm,5044,rytwP2x,0
1140,3488,L18jnm6,6618,ArhfikC,1
1141,2117,mDuZy,1854,qPb4d,1
1142,4463,h90aPCm,1099,HjpCTep,1
1143,2814,YrCD,6392,rXsj,1
1144,9585,HgvJx1S,4892,QEwkmVT,0
1145,3286,cG54L,9596,b239z,0
1146,9510,EgQvwN,5848,QAPmuK,1
1147,2545,bouaOS,2021,I8trnl,0
1148,2246,1XsDDOJC,5151,C6vDU4zR,1
1149,5302,5AkA,8634,Y8xI,1
1150,6252,QVQA5z,9414,X8LpNi,1
1151,8068,oRsz,6655,xFWs,1
1152,2842,G38kh,6503,VApV9,0
1153,6901,0XLda,2384,fh9rl,1
1154,1170,45w6,4841,xLT3,1
1155,4017,w4y5Pci,9769,7qXTqi6,0
1156,8757,3mdgnZ3,6845,nOeWl8k,0
1157,1942,2MuEfX,2780,vfwn6M,1
1158,2829,DboSr,1880,oHTqQ,0
1159,2413,Yojh,4796,HVUZ,0
1160,9247,SW43ub1m,4315,cPm2tFca,1
1161,7935,PF9z4,8406,7Cts9,1
1162,3440,CjKUL,8091,qdiFP,0
1163,8477,5h7K,8455,iJhg,1
1164,2504,ldmn,5266,1bVv,1
1165,5261,1ojl46g,3591,QjRbkxr,0
1166,7839,1kfFzNJs,8335,uwQoOPd3,0
1167,9783,Pt6o,1739,Simb,1
1168,9656,qpReQU,9426,zoMGMd,1
1169,3466,kWWwN3Na,7078,ZUSVY8Gn,0
1170,3314,qJv4,8442,WxY0,0
1171,9893,1DQWBM,3300,WRMKPr,0
1172,3327,Evkmkgdz,5062,7U6LAbp0,0
1173,5528,tBnU7no,1282,MRbBa6d,0
