iterationNumber,portNumber1,message1,portNumber2,message2,ledcontroller
587,8001,EA6ZwPNm,6666,CydjvuJ5,0
588,5002,IXj9ge,8787,n1rZDk,1
589,6534,FhsVQ,3819,iwzjF,0
590,3818,sFsAYV7,3114,4EfLapM,1
591,5228,7Ilq,9477,u4ss,0
592,2743,LPfWx1N,2824,0j2I5sq,1
593,3018,dWDWB4,3542,DZqrsY,0
594,2731,ZXxA2sR,2177,ilkhTTh,1
595,7575,KGEcn,1558,P8pi2,0
596,6222,yegg7,5345,GjZ7H,1
597,1795,pU1qk,4750,tfiZb,0
598,2918,OSQvi,5565,EZalL,1
599,5900,6vt3,8607,ZMlz,0
600,7107,0JI05o,8620,Nwn4Dp,1
601,5271,igFFJY,9732,r6bugM,0
602,3118,7x9MdWR,9783,KSgaPa1,1
603,9619,PQDFcGM5,4670,WgdAWZMl,0
604,4395,K4jJW,3196,zcoZW,1
605,3419,Aua0U,9276,sCuaA,0
606,2318,e3EVVJZ,1871,AQVmdDw,1
607,9019,GoA39ACW,6806,vhkBK312,0
608,5852,mN9eSi,1463,PtdAfq,1
609,1284,wl3lJ1,6948,ooXoZm,0
610,6783,oGF0R,7368,JPOBC,1
611,5524,sThxDa,6208,9okP0e,0
612,3050,rR6aE,8595,zdp9t,1
613,9682,AZar,8746,0N2U,0
614,3354,5sKTQA,8014,4RQhKf,1
615,1640,UMgtI,5684,kPaAS,0
616,9627,SBbG5H,3944,kuQ1yU,1
617,6070,quHGv,7953,dSryl,0
618,1052,5k0S,7705,k9o1,1
619,6866,llS0qZoE,8000,MoYBgYz3,0
620,6426,JURXfHg,2646,7cZeTI9,1
621,4298,mY11tpx1,4801,tXISOa8F,0
622,4645,EUj8,4304,Ex1w,1
623,5189,IKSgGY,7534,GUpHK2,0
624,9955,Q2v3,6652,zCh8,1
625,2293,gQJpYw,1984,Czyu2F,0
626,1822,uGRrEC,5694,7E6YjI,1
627,4314,gh45aadm,5331,HDYJBDSI,0
628,6890,f5pY9,4305,n4seD,1
629,6060,VpkyKNS,7598,ftdUWJ9,0
630,1086,Q5Qz,7414,Pkde,1
631,1930,WtlGhG,4654,AKYoUu,0
632,4871,nN83BQD,8320,NXrsW2Q,1
633,7411,3gOWi,2339,JcSGr,0
634,7922,motP3,3189,HzPuM,1
635,4451,trJzJ,9921,Sa9yz,0
636,9404,up5b6kTo,9101,aUORAol2,1
637,1926,NnRI,3371,w7Wu,0
638,1852,mMLSS1,3599,Ll9CPm,1
639,2451,p9F7hbk,4864,AdZrXhj,0
640,7520,2GV5OO3,6944,eVNZHfD,1
641,9609,BVx2Mr,1568,4gdiKI,0
642,8013,JQj7whu,7469,dr4KEjs,1
643,6068,VCquQ,9120,rzR8T,0
644,3031,GddMg,7256,05IKP,1
645,1527,7XsjirTQ,6175,EIio3aGk,0
646,7065,TJErru,1819,XSK0NS,1
647,4794,v8rzz7,9258,CkN2vQ,0
648,4827,SFRuz,5013,Fz88Q,1
649,9369,b0LX,4577,k1z0,0
650,7400,cPs5u9M,1471,sx9DYbq,1
651,5500,IhnDf,3522,FjVGa,0
652,5972,6aoF,6930,BoZ7,1
653,1689,JAyy2M5e,9798,DC5Q5yEG,0
654,7164,dHHV,5283,Q3UM,1
655,2480,aqtG0,3167,ERdXU,0
656,8398,IYYsIG,4542,sqMMy3,1
657,8330,SeEbsh4,4093,b8AZKtL,0
658,5874,i4ywY7b,4440,iVDfeiu,1
659,3871,u8YqNGFK,5147,UHGciZ5T,0
660,4254,PhNjEs,7190,2tqPLQ,1
661,2550,A7U2O,3121,f91dZ,0
662,2805,eoDYTH,1153,veiTYn,1
663,1633,miOt,2954,lxKh,0
664,5580,hunxJ,3459,iVN3r,1
665,6598,MAyZ0,7284,pjQtj,0
666,9594,fObd5p,5563,Mh1bv6,1
667,1961,lZePhc,9828,pYR3VQ,0
668,2426,Y8vgW,5542,xOmef,1
669,7325,eYLMB,1766,04jiJ,0
670,1805,XUp7nJU,2940,5d8c0lN,1
671,5435,fVtwzA,6205,2gzc1I,0
672,3508,zpM2x2If,7482,UXRvYHgD,1
673,8820,2Djz,9382,Qbn9,0
674,6380,zUYW,3504,roJa,1
675,3485,tWWWV0b,6265,8MOXZuU,0
676,8349,VC3evp,9868,Mr23AT,1
677,8248,LYAmU,3282,1Fx0c,0
678,6167,tZXf,6562,qfgj,1
679,3335,n7K711nm,4252,lzbFblMR,0
680,2719,4BNL,3811,ciSB,1
681,1414,es2W,3285,YYGe,0
682,7465,wU3nx,4992,96NQq,1
683,1761,XioxYjt,5936,PJLIyCB,0
684,4316,5b7vN,2124,M5VRE,1
685,8596,0Xj56r9,8158,Oh0qmEB,0
686,6052,Bbgp,3959,3ZLj,1
687,8377,yJ4TOt,5068,cjVnq2,0
688,1921,Sy5nDAzw,4624,fvTvGcMN,1
689,9979,U0z2ac,2076,4xMnWW,0
690,6867,SB2xWdxw,1476,WXkhAPov,1
691,5366,Taissejd,8068,lDxxwo5Q,0
692,4663,BIhnlT8Z,3981,zBdvMFeD,1
693,7764,9pHx,5258,Hs0A,0
694,9231,D5cLP,4633,AgpAv,1
695,1387,sYvJ,8781,ajL9,0
696,5392,fAs5,3565,VBcS,1
697,8414,SvHxt,7138,xOguV,0
698,3558,l3qC,3040,lyRc,1
699,2099,zkBB,6214,7eLu,0
700,2952,QhzG,6910,aIUE,1
701,2666,WjuSl9,4016,fVEIC7,0
702,7455,fkw1eUFZ,7734,fxHglEbC,1
703,6476,FuKZ,9070,Fsx4,0
704,1430,l6zwh,2665,60ejh,1
705,3715,32wOmZp,1145,nPAPd7Z,0
706,5860,M3hCaXN,6858,KA3FNwP,1
707,4530,wKtF,5813,NhV1,0
708,8601,4EFPeDCf,6029,jfFGOljp,1
709,4566,gyAFfcw,8947,2qgqhd8,0
710,8396,FmirDj3,8828,2ELa00z,1
711,9186,Hj71VrT,9610,pFPJUpQ,0
712,5277,cKWjb,3747,OZDN0,1
713,8312,NnvDVtY,5594,6Y9EodF,0
714,3513,eKFvk3h,4226,nfjddjE,1
715,3810,hMnOI,3436,07zMb,0
716,1232,nUzgs,4040,L6Mzk,1
717,3415,k9XJl,7895,hSa1f,0
718,4471,4UQ3eS,9048,8PuJ5w,1
719,1826,madZU4S,4889,be4Snwp,0
720,9855,VS8N4UF4,4523,f6hXwdsc,1
721,2240,NDEVmN,7601,i2qnRz,0
722,8136,1NewE,6501,HDuvi,1
723,7373,QRVtHx,8339,gwE1d2,0
724,8170,omJM,8625,ltvR,1
725,6619,C8A8P7,4825,pNSvpn,0
726,4487,OgTaPSgW,2160,bNCu9jrc,1
727,5698,adSNy90s,1432,XcxZ2s0B,0
728,3387,Vo79,9371,kYhc,1
729,9425,ExJx3xT,2496,nuVgDoo,0
730,8483,uNQd,7463,R41f,1
731,9674,eTs1GU,6371,wlKheY,0
732,6295,qCfx,1423,h1oi,1
733,2239,2YXN33N,9642,4Pq5ytW,0
734,8933,s0TTA,6931,boyZP,1
735,9505,ISbryf,5089,np7oA3,0
736,9506,2OjaxR,7658,WY3v8F,1
737,3204,5oxhxbm,1102,D1YzDGN,0
738,8952,aMcm,3280,kNCI,1
739,6892,TSfoXp,4173,tJW8LS,0
740,3125,L5Tr,3330,Cl25,1
741,6435,2Rhvg,4701,c7p7w,0
742,9340,5PW6mFH6,3856,0oBMNhAb,1
743,9178,OVvRW,5312,IJdqo,0
744,5692,1xOcy,1436,IUpd7,1
745,9633,Hf1fC64,7868,gzmH0LV,0
746,3684,9fE6clRG,8322,fGCWTEGa,1
747,6617,xJFo,9849,bXtj,0
748,7214,DNEHA,6392,AEIYZ,1
749,9163,VvrZDP,7415,hJWzEr,0
750,5017,hZ2dsh,4485,h9JucS,1
751,8188,G7cHM,3707,1OtFV,0
752,2946,s1xkt,1131,hFxbw,1
753,1163,jNdksGe,9713,MrGti97,0
754,4176,JRv6O,6964,uXLaV,1
755,1858,Jlyvk,3978,YzCpP,0
756,3107,CaKWTH,5581,9FptcG,1
757,3212,9Recw,6248,LmPDa,0
758,7125,Gw4Ub2S,9449,jfRRc7S,1
759,3211,ArVxfh,4212,muESeX,0
760,7595,o5WM0aRQ,1397,QG6hHs4g,1
761,5072,dGJ57Uf,8389,5U7Jrn3,0
762,6671,2py5A,1996,3jQCG,1
763,8888,im3c6,6155,FpnvG,0
764,5361,Zuiw,9966,e0OS,1
765,6102,cIpkP,7453,6rwwV,0
766,8012,2FIBi,6899,zi3zl,1
767,4856,6snJkFje,5982,LlluBAlO,0
768,8675,lFjIWFX0,3648,7LRV1ZkW,1
769,3608,WyfZXp9,5314,HpKKTzM,0
770,1891,Bk0A,7279,to3W,1
771,2353,UipktQ,4554,QpwiVz,0
772,4219,Dg202Nl,1677,2T5h4iU,1
773,5192,JnIe,7609,gj9o,0
774,4342,CkIza,3314,q8VS2,1
775,2982,OYmIlbO6,8757,HFJbjaWG,0
776,2291,wnYGPnR7,9991,eT1Hdext,1
777,7002,dSeYZuMN,8407,xSP3oBJ2,0
778,4564,EAF6V2oX,1958,7QzQ6VG9,1
779,3672,dL8TWA,3230,yno7bp,0
780,8383,l49QVbmR,9862,tEMdgzh8,1
781,7771,BcCWX,2688,GmGpZ,0
782,2122,933WEcq9,5974,RA7bh1uK,1
783,9617,RmLrI9IU,4253,bPmH5mRC,0
784,4771,j2jqw,1736,pcf9b,1
785,5711,5U57WE6,1186,eXVhwvP,0
786,1787,Br6hX7k,5562,j4S5pc2,1
787,3870,WIBroCSk,2427,xJl23FWf,0
788,8091,r4KE,3868,4tGg,1
789,4398,TLobB4k,9471,ObwIjUJ,0
790,8161,nssPYEV,3903,wv0es43,1
791,6077,bMMBvVz,8217,td62Puq,0
792,4901,VQuqi9,9152,1B7NRH,1
793,9791,VykdsiG,7391,xh4MiW6,0
794,8935,ke6x,2729,zz0x,1
795,8122,7F2DcW,8553,pkXooD,0
796,1573,sMUK,3741,250j,1
797,9940,0CG4y,9591,wOhQU,0
798,8764,bKV9,5333,JLi9,1
799,7856,QlmWGX6U,3732,pNhQrF5p,0
800,7091,mhhulud,2964,Rln176f,1
801,6651,t3LQxz3,2348,EvRvSVI,0
802,7970,aUcwOolA,8364,ScI6sktr,1
803,5135,FRYAUK,4402,LT7FJ9,0
804,6291,mHYF,5316,l8zS,1
805,8756,Py2c,3328,PP5Z,0
806,6862,7D7dE,5158,uJIya,1
807,9220,0yyOaSyW,8710,mZzCRM93,0
808,9315,Nrb9N,4058,U5RPH,1
809,5739,RZ2gd,5140,jckfJ,0
810,1704,HpDR,7308,e48m,1
811,9160,NfLUv,7435,ZTYj3,0
812,1327,yrdO,6505,g7kV,1
813,4456,oi5hFOF8,6366,sVpztdpe,0
814,6603,bd0tv,5526,soaDG,1
815,1932,dXt4,8419,wqIk,0
816,5807,zVGVM,4083,1FgzU,1
817,9960,KLb9oDL,8606,580ra6Z,0
818,4895,Ne6AFS,3128,Xi2E8i,1
819,7070,Au9c,9027,YjAG,0
820,2727,ZrbaH,7897,OyDlS,1
821,2721,W7Bk8,9016,l1wKp,0
822,4002,TwVk,7148,Zfhb,1
823,5126,8m4Hljx,1384,Qyu8nbx,0
824,2056,B2cH,1767,GKBB,1
825,2730,zTYfV,3158,f557D,0
826,7717,r7ZGolt,9954,mSvGNTU,1
827,8717,ytq35,8139,yehvc,0
828,4978,91t8Juj,5248,JEIpxYQ,1
829,4025,G16c1,1954,2LzTL,0
830,5628,CAMe,2000,Viqj,1
831,9073,ioWtXBw,8732,SEi499F,0
832,1933,8q8fPjL,7605,ZMwuBV4,1
833,9081,r8mCGgK,9297,QIlu9do,0
834,2455,rhnGI,6130,yuiRu,1
835,6354,idIFFVr4,7791,psornngN,0
836,7500,Lc58lh,6986,r3XufA,1
837,8367,Umx6,6283,EWdc,0
838,9271,qeVDUaZ,8609,UBe909o,1
839,1451,YqRx,3598,dsRp,0
840,7227,9c5vl,1831,UInZf,1
841,5642,LoO5xRu9,1349,Wr9KnpDz,0
842,3725,uNhL,7186,OhKR,1
843,2256,5R4W5Tu,2415,Q0cE3ap,0
844,9420,vIn71DMB,3894,nlP1HVrj,1
845,9028,v1yfpU,6337,Cz3HAu,0
846,4277,kCPWzmj4,4263,7MetCRco,1
847,2696,LFI0g,2765,JS6Rm,0
848,2837,geBg,7964,YHUz,1
849,8504,q39gx,5473,lHqvH,0
850,2147,8SsSFN,7873,yBSyxN,1
851,9267,tDIEF,9860,FFhpA,0
852,9305,Xh0fC,6407,z8QZ6,1
853,5880,SWRaiM,6829,Kcn2mr,0
854,4537,9IBdhy,5567,ySVjOe,1
855,2317,rVpz,9697,pRJF,0
856,5114,YBqVecUT,9655,gD6qEj7g,1
857,6815,kFYWTaK,1660,OC9eIAa,0
858,8141,2u1nN,1056,oQ8dY,1
859,1435,Trt3c,6615,mTETv,0
860,1073,6JEeJTKi,4422,qAqaRKPE,1
861,4240,M9JF,3030,WHts,0
862,1575,jdQBKHL,6271,JpDlxm9,1
863,2430,RwBWtO,9797,7xwsVh,0
864,8487,9NaFLdT,2028,s7Y5xaM,1
865,5610,wpIw0,7184,DGdHL,0
866,3583,4HFu,2169,0eV2,1
867,1422,wAgcNt,7799,4qctWP,0
868,4496,ZwXP84Ut,2949,RZAqYdh2,1
869,5069,DNer,4418,iyR7,0
870,6225,ol1dmzor,7105,r3JECT1R,1
871,6580,Ja7AAHOM,4511,aqnusi55,0
872,3062,rjZP,6243,hvi5,1
873,3643,WAb7,9821,cPoW,0
874,6368,wEnz,6115,Bc6W,1
875,9936,Aypae6GB,5747,cnZhhDud,0
876,5134,i0PLoF,2097,c3uqPt,1
877,8065,xdmVXw,7247,mfSEl0,0
878,7629,DGKLqxl,4905,UxkYTp0,1
879,2603,hzQf,9602,CEvY,0
880,3491,MVzS,5734,tinE,1
881,3015,X4pU5bb,1462,aRLDRry,0
882,5375,OZHC,3820,RYlP,1
883,1898,VnryhB,7593,qPbbMA,0
884,4356,dDhvE,7299,IrzSm,1
885,5212,cuUr0a6,9493,POZ2dwp,0
886,2853,pQlO,8562,BqYu,1
887,8395,DpAUdJ,6900,TqfBiM,0
888,8532,hKUB,8332,bQ5F,1
889,6020,Jo66IapC,9375,u60Dgi2h,0
890,4123,ljsvqz,1811,bY0MO1,1
891,7306,GtA63Rx,8325,2wVIDRX,0
892,2621,zUrKxP,7367,tfv3cN,1
893,3071,Ao665,5301,pPncu,0
894,7812,GbOx,1032,Tmlh,1
895,1169,68If,3926,h6Uh,0
896,3929,wQi9,4711,IdYA,1
897,2020,hjEeta,7080,SXb8iE,0
898,2632,HRoND,5439,DdbUC,1
899,8074,witiIxb,1134,9X7IAnm,0
900,3461,67JHF,1643,KlM6u,1
901,5003,Wgpxe,4611,7ZpSO,0
902,6412,lhcG4qT,1524,PdjdsI3,1
903,5282,RY2lb,6859,5LOwb,0
904,1627,nE6k8h,1401,ahQSTq,1
905,8944,CAvv,9312,VEMu,0
906,8845,Y5gcV,2176,BwS5t,1
907,3029,AQom,6072,RyCX,0
908,8958,O2aTE7dr,7179,osXIpZTe,1
909,1326,RhjiPqSd,6186,8Q2Cu5DE,0
910,7454,vSg1GwGU,7135,IeRqDHIK,1
911,3806,IuMdDEf,5701,sUUSXEI,0
912,1875,PaMZwo,8530,cVgdXw,1
913,1988,YW7X3f,7293,BE6gQr,0
914,6238,ycir,7477,x2Y0,1
915,6234,f9MkO,1235,JoLCa,0
916,9126,s9R8,4281,SCJD,1
917,3796,MJNcEH,3698,r5NP1f,0
918,5357,MB8fziu3,7766,Zl7WrBk9,1
919,2397,acRvXg,3059,PMGMsw,0
920,4976,Bytbjl,5571,ZTFz79,1
921,2391,dP0IO,8499,uK6UG,0
922,4535,iofpcz,1896,RQrSGQ,1
923,3620,FVi5uY9v,4329,uZSFCd7F,0
924,9761,cwCm,2531,YL8U,1
925,3338,pY62Hm,1176,Uo1e7w,0
926,1548,jRuxXbYq,5817,PbnRzxQG,1
927,1393,YpzVMq,8315,EQLqae,0
928,3448,FCza7I,7459,FWQtJn,1
929,2695,vz9D2RAk,6182,JxE4gK37,0
930,9405,yKFPM,9715,GzL50,1
931,3881,Ict6,5589,PrRr,0
932,5748,vqfo,2476,hbXf,1
933,6165,Vi6S4N,6647,1TucVC,0
934,9563,Kk49A91r,6314,t92HPsz2,1
935,6240,2p8FH,9096,N7m8m,0
936,7800,Qmx0eiDO,9472,zuz18RMK,1
937,6480,K7zyx,9142,8AUSi,0
938,5413,dfAaKs,2742,YKZt6y,1
939,1278,mUAip8,2300,HbRUbd,0
940,2537,2LpIaMN,2575,MAlr9ai,1
941,1853,H83zy,3420,VqbGk,0
942,1411,OWznHi,5429,3B5Srq,1
943,6257,BD91FBT,1788,xj5l3ML,0
944,6611,CXg7A3,9956,uTKAHs,1
945,6918,24J5d7,6538,97KlAs,0
946,3251,j1eD2iK,8649,IcXTdR0,1
947,7602,D3NpL,9087,coEEy,0
948,1136,lOHAV2p,7692,q4WYt1L,1
949,3453,fymlT,6164,Inutk,0
950,9971,eDXK3G,4065,i8rqPL,1
951,4134,1B82Wc,1208,OAqfGs,0
952,5753,jEkw4,9256,YGzBG,1
953,3413,H9xBtQ9Y,3474,pxeeW7Ng,0
954,8672,U31k8bIC,7011,8sODJNmz,1
955,8604,0tC5,7419,EgbY,0
956,3895,EbTAoSxm,3013,nBUZX8ut,1
957,3667,6jLp0y3,5078,70jof8M,0
958,6573,CeeAXZ,6339,3v2wjN,1
959,9605,Jm2f,3349,3SjZ,0
960,6217,4glRR,5941,39FpE,1
961,3332,Rg2X3uz,9168,X9Z9dDt,0
962,8542,inXMf,1960,z3nez,1
963,5742,JEQJYfth,9583,QSj9o2b4,0
964,6386,fTVUBQbZ,5920,mV5I9N16,1
965,9459,TDCp,8948,KC7f,0
966,3873,b4r6xT8,6370,kve0dc1,1
967,4833,qQAvNKF,3853,vIHbRcs,0
968,4200,eilq,3982,5AIR,1
969,5810,niIc,6884,Eikg,0
970,4453,mfRVIMM,9383,il4EZaR,1
971,4755,8hlJ,2051,OmKb,0
972,5090,RVgCjNo,7025,CcFxpfc,1
973,7116,0im4spN1,5358,euDSFLZE,0
974,1066,tGOOHYP,2189,OFnobGp,1
975,1592,imyM,4656,7yWU,0
976,6245,5h1ra,4216,PNUp0,1
977,5099,Tm2Bm,9268,F1Hk5,0
978,4846,t6FnC,2340,RAhVm,1
979,7662,c4li,1602,ylfX,0
980,3534,3pyjN,4089,n4wYT,1
981,1372,b2ywVm7,2822,wepXXf7,0
982,4588,9uPIvo,5441,kgR7VW,1
983,3634,SvKL1M,1934,GENpdF,0
984,6703,VdHD,2458,IyO5,1
985,6675,Tdhg,1949,d1ph,0
986,5011,8fXR,2116,qvGm,1
987,2041,3iRy3H,2168,Tjgx5y,0
988,3136,QrCzY,8430,NztKS,1
989,7908,N5fkFN,2756,AJbke2,0
990,9593,iagcJGi,8192,4zsqLjz,1
991,6592,mxZ1,7015,6k2E,0
992,2091,YAcqX,7180,YL0Lj,1
993,5939,cvmqZZ,8683,C6d4Rg,0
994,5015,cA9N,5063,PRBZ,1
995,4758,Yds7p,5251,ScVeK,0
996,5700,5STrbN,5622,jYZaAg,1
997,7132,JEeNjR,9648,zu6L56,0
998,3553,ZsPs,3601,Gk2C,1
999,8203,Mj9op,7287,KbRKI,0
1000,7466,JMeN0Pu,4335,rjbiWrj,1
1001,7205,p5CQFFUU,8228,HDE8CO1j,0
1002,1823,ctHPV,7675,ebzNa,1
1003,3394,FFqEi,8722,4GHHp,0
1004,2917,K75S,6085,jBQI,1
1005,5292,bO9tYp,7235,pQJTvx,0
1006,6285,Zy82k5,9013,lf2Nxv,1
1007,3181,ihxA4E0,4655,sz4vmxS,0
1008,6571,JqY4,6975,4OUC,1
1009,8531,kx17Li,3186,4IEU1E,0
1010,2432,6qhU,6088,SXL9,1
1011,2508,1dhazi,1994,DxpIuk,0
1012,5566,oc44,4775,rxxz,1
1013,4838,sJrzhX,4883,yEhKiz,0
1014,9801,e5tOavMf,9883,HRupUMo6,1
1015,8441,X3Tf,5717,QarZ,0
1016,5915,ApOtjuHh,4634,NlWa17O7,1
1017,1616,IxHAUNP,1351,3yrIkov,0
1018,4478,zx9SWBN,2736,cuKC3cr,1
1019,8426,s1qMJp,1600,LVQLzp,0
1020,2404,zw3npj,7219,WmNTGC,1
1021,6712,13Xa3,4787,W2I7l,0
1022,6322,ymSyro,8655,U604m6,1
1023,4388,HErpZ2AZ,6604,Q65kmyfD,0
1024,9629,n6Df,4684,de7q,1
1025,1258,Hyh9K68O,7618,khuMmMLx,0
1026,8249,HqutYCIL,2744,6j7106R3,1
1027,4859,f5GteF3,2924,dQqNFBG,0
1028,6934,JCAc4g,7981,wZL7m4,1
1029,1519,g4sTHUn,5461,mcOEj8Q,0
1030,6134,3tqHeIR,7948,1jA6P0k,1
1031,1770,IepMl0,7495,nFgCqN,0
1032,7549,UuMIWcxo,2677,m1PCpqwf,1
1033,2556,c9FV3,8116,MNDkE,0
1034,9447,b7uR,1140,1fAm,1
1035,4343,HN7Xo,9621,KTz3b,0
1036,5290,pK5vvUi,7075,2e8SgAN,1
1037,5833,vfKcn,3273,jmZz0,0
1038,9057,5Nhjf4v,5793,I1lqSPC,1
1039,7166,f3bq,8574,JuKW,0
1040,8150,owWU,8924,2vkn,1
1041,5485,uqSLLK,4183,ppqJcg,0
1042,6805,7PFeXwXD,9219,j38opRrR,1
1043,8137,A1SBf,3157,ndezI,0
1044,3660,qKGx,8929,ZxDh,1
1045,4047,NBHwFY2,1146,9jzX0DS,0
1046,9974,jdv3lCkL,8357,BCdgqSUm,1
1047,8343,40Zoky,2305,z4xFBC,0
1048,9679,rogou,7460,rigp1,1
1049,4164,n0SqZV,8954,qd1zDt,0
1050,2752,E75FhB,1873,ououai,1
1051,2586,beuQqAQf,5592,VrW8w2u5,0
1052,4525,trtuq,8386,mWZAO,1
1053,8678,Z1guxdwg,8772,6SxYeEBt,0
1054,5766,OXNE7Z,2762,JnjCNB,1
1055,1368,h9nw,1987,HBUB,0
1056,1371,htWVxzug,8913,3dPU8om4,1
1057,4617,r5lzG8ai,9372,fesaKPPX,0
1058,3442,4NGE8w4,1815,XJsat2G,1
1059,9157,TxYTh,5825,5eyzK,0
1060,4064,wdAZJR,2048,TrjP2M,1
1061,1632,39yy,5384,rKJZ,0
1062,9132,B9Gs,9144,MO0A,1
1063,6105,nG3IF,9051,etaVo,0
1064,8476,oFa7s0eX,5735,SCKt2MyW,1
1065,3662,dFb8,5363,M1Jw,0
1066,6135,PqfgndmF,3529,GKxhBGTm,1
1067,8111,cDnU,8660,b5tO,0
1068,3519,0Qczm82V,2804,cUy1rGvr,1
1069,7431,jvXb00VL,5582,9Kp4q0CW,0
1070,6631,6Xz3Jluk,6776,6ZvSYbcf,1
1071,7045,aVmSUpM,5865,5S30JXZ,0
1072,2388,xxeVtb,4851,tojH7e,1
1073,5544,fOgYJA,1292,VRKuok,0
1074,9080,80hO,2214,HosO,1
1075,6391,EAzgeuD,2848,MBUXJAZ,0
1076,2227,6IRFrRI4,8224,xfezNVP2,1
1077,8859,Bggc,6579,fVm4,0
1078,9191,Ui8C,5952,P2rU,1
1079,4923,WwSm3fA,5411,Pt8MDri,0
1080,1427,MX6BJrB,7844,f2aKmEZ,1
1081,5395,7oXaF,9401,1zlsB,0
1082,9257,bmYYk,8179,psWNd,1
1083,6593,xVo28,8408,ae0Ya,0
1084,6554,Zp9CjW,1473,EbcqDw,1
1085,5190,n2huN81,4385,PyRdPPn,0
1086,2601,iBbR,5276,F0RM,1
1087,7366,PL76lrk4,1630,Upbk3AwQ,0
1088,9299,v5YW9qyU,6310,YkAobW3z,1
1089,7432,bbASVpf,6895,nnIndQf,0
1090,5253,qoJck8d2,9465,8B4ngruC,1
1091,3755,PBho,4529,Ad0G,0
1092,6436,aPTs,6051,jIqx,1
1093,7407,jMTLLY,3412,a8jO4O,0
1094,5372,lmbNN8S,6327,Njwxqpp,1
1095,1868,ZBQL1U,9379,AghI4M,0
1096,3887,37yEOV,2278,fKOsfu,1
1097,7334,LBqWom7,4283,cjrnKn2,0
1098,2843,H5MjzvS,9184,T5KnZGB,1
1099,7345,F34AGL9,5585,DTisOke,0
1100,2825,cNGXT,8002,f21X2,1
1101,9067,7bASZ,4773,jbfYZ,0
1102,9771,7G8h2Al,4143,F84xBq3,1
1103,2411,csZk9Vz,5600,6igIW3s,0
1104,4502,RcAZx,4427,EVRHW,1
1105,6124,j3jyH5ET,8494,rOIt7Kuw,0
1106,7636,A7vFz3,1491,QrfkqH,1
1107,7993,OcWnk7Z,6181,iv73Aum,0
1108,1536,Kn6pOc,2703,OcXq0C,1
1109,4678,TTlzQ,8159,n5eDu,0
1110,4111,rhGkX,3460,MHRJc,1
1111,5595,j0jw,6142,WLiz,0
1112,1209,EDhDV,8661,n0IBf,1
1113,2831,bjzrPylZ,3548,YqpwahZR,0
1114,5179,SCLzg,9680,uJudR,1
1115,7523,VPmAMjM9,3364,heYEPABC,0
1116,7169,vLjb4Kr,1872,pvP5mTW,1
1117,9391,iWbYcreH,5943,NhVAhvea,0
1118,2633,OrlW,1718,TV4t,1
1119,6218,IgbiW,9626,W2mbf,0
1120,4227,OP0cqK1,4712,qVZDDo4,1
1121,2533,NiOVqLDy,2344,orVt2LyR,0
1122,8164,37kmD,8098,Lp280,1
1123,4165,AWnyc,4339,MYRqb,0
1124,8503,U3t5d7,7364,J77OvG,1
1125,1497,YK7N,6137,tvLe,0
1126,3427,Ioisnd4,8737,0KNnntR,1
1127,9851,TwgCHcVN,1165,eCEB4Gh3,0
1128,5702,zUFU,8157,BNH3,1
1129,7745,6yMne,7780,nNexX,0
1130,7789,UOymJPX,8901,4E1TZcG,1
1131,6184,wrGFyx,1572,Nv1Bp1,0
1132,6736,9HKuC,7661,dEYi8,1
1133,6972,2wv8,2715,7XE2,0
1134,2096,H3n6SA,9854,Gv3Cx6,1
1135,1274,VEG4J5C,4248,0jPBjHo,0
1136,1562,NU52,8235,SRvA,1
1137,8792,QoNRA,4467,XzIYS,0
1138,1494,8IDUm6,3327,JO6ODT,1
1139,8015,pFdq,5658,uT5B,0
1140,4609,DAAVm,3129,dZVcm,1
1141,8480,6Gdb,7342,VJbL,0
1142,9766,gOse,4572,kvf4,1
1143,6445,M4dML,6147,VT4Zi,0
1144,6945,YrtQzv4,2057,zimqize,1
1145,7851,bOrGe,8536,CdnR6,0
1146,5523,KnR6h,9346,Fa9e4,1
1147,5406,Q2FDVNL,3352,DGmmJGk,0
1148,7926,HZHAIq,1806,8lXy0j,1
1149,9875,GTn4YnI6,6374,M4jrumGC,0
1150,5349,OYCOkbZ,2358,Rnisf9W,1
1151,8373,ZkMs5toD,8260,YOnfGu79,0
1152,8178,AJD3weD3,1116,icS2mPCT,1
1153,2126,WOetIcN1,7986,zJGdNX6r,0
1154,5289,NdQQoQY7,4141,qAjbmCBe,1
1155,6198,oS1u,2025,N6qE,0
1156,4432,UEqlMnp,8282,AkPQhOX,1
1157,9332,zxEr4,5953,y3WYZ,0
1158,3362,ShyAN,3414,5MTr9,1
1159,7051,HYbmecW,4710,6suKDfz,0
1160,8808,H94SYTlN,1740,J7GC28iE,1
1161,5400,9DYReUkq,7130,s8t8R9Gc,0
1162,3879,c9Wv,1388,lgug,1
1163,3489,5qqhgGb,3791,1a8ZkR8,0
1164,8033,tU3jB3,9769,afEhaG,1
1165,7405,0pj4,7731,cb02,0
1166,7508,mAQ9LS,2941,5z3sj4,1
1167,7677,caHUt,2915,53pst,0
1168,5755,FQJB,1144,IvgH,1
1169,9584,31o4P,2485,ILyND,0
1170,3175,N6NGC,7881,kEkCP,1
1171,3019,6RlNy,4484,tSEhS,0
1172,1800,yaKHE82,5902,TUOCrXW,1
1173,1531,eW0Llz,1708,IwHhz6,0
